epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
369,2116.98,0.8693,0.4894,1.60738,0.96486,0.96569,0.98508,0.78147,0.80919,0.45215,1.92466,0.003928,0.003928,0.003928
370,2122.63,0.85605,0.49096,1.61537,0.96993,0.9487,0.98398,0.77381,0.83357,0.45531,1.95863,0.0039115,0.0039115,0.0039115
371,2128.31,0.85634,0.48815,1.5861,0.96998,0.95034,0.98246,0.77023,0.85032,0.46127,1.94054,0.003895,0.003895,0.003895
372,2133.99,0.85855,0.49245,1.57362,0.96879,0.95588,0.9865,0.78299,0.82784,0.45073,1.90203,0.0038785,0.0038785,0.0038785
373,2139.69,0.85515,0.48923,1.60686,0.96989,0.94733,0.98574,0.78381,0.82189,0.44679,1.88688,0.003862,0.003862,0.003862
374,2145.36,0.88264,0.50303,1.63291,0.97489,0.95165,0.9855,0.79157,0.81846,0.45888,1.90929,0.0038455,0.0038455,0.0038455
375,2151.22,0.85051,0.49013,1.60349,0.98889,0.94608,0.98477,0.78858,0.82486,0.45751,1.92291,0.003829,0.003829,0.003829
376,2156.89,0.8332,0.47899,1.59376,0.97009,0.95403,0.98478,0.78585,0.8187,0.45115,1.91936,0.0038125,0.0038125,0.0038125
377,2162.54,0.85053,0.48636,1.56892,0.97623,0.95098,0.98029,0.7698,0.83111,0.45699,1.93205,0.003796,0.003796,0.003796
378,2168.22,0.85233,0.48731,1.59991,0.98347,0.95588,0.97914,0.76731,0.84578,0.45884,1.93392,0.0037795,0.0037795,0.0037795
379,2174.2,0.84374,0.48094,1.57028,0.96557,0.96242,0.99049,0.78615,0.82471,0.45802,1.9197,0.003763,0.003763,0.003763
380,2179.87,0.84988,0.48531,1.58266,0.97022,0.95821,0.98438,0.78814,0.81608,0.45285,1.90611,0.0037465,0.0037465,0.0037465
381,2185.53,0.85008,0.4815,1.57006,0.96527,0.96078,0.98521,0.7916,0.8056,0.4547,1.90354,0.00373,0.00373,0.00373
382,2191.38,0.865,0.49531,1.60458,0.96995,0.94952,0.98125,0.78606,0.81898,0.46377,1.91341,0.0037135,0.0037135,0.0037135
383,2197.06,0.85823,0.48838,1.58578,0.96286,0.95098,0.97953,0.76394,0.86323,0.46986,1.98733,0.003697,0.003697,0.003697
384,2202.73,0.84344,0.48709,1.60799,0.97353,0.94608,0.97824,0.7788,0.83114,0.46754,1.92984,0.0036805,0.0036805,0.0036805
385,2208.39,0.86394,0.49751,1.61174,0.98074,0.94608,0.98221,0.78169,0.83003,0.45913,1.92945,0.003664,0.003664,0.003664
386,2214.05,0.86049,0.49412,1.63279,0.95962,0.96078,0.98574,0.78082,0.82838,0.45651,1.93904,0.0036475,0.0036475,0.0036475
387,2219.7,0.85248,0.4867,1.59035,0.98801,0.94118,0.98413,0.77634,0.83044,0.46085,1.93791,0.003631,0.003631,0.003631
388,2225.37,0.84644,0.48597,1.61179,0.99383,0.94608,0.98783,0.77478,0.82598,0.45983,1.92449,0.0036145,0.0036145,0.0036145
389,2231.06,0.83477,0.47498,1.61256,0.99371,0.95588,0.98692,0.77998,0.82446,0.46238,1.92324,0.003598,0.003598,0.003598
390,2236.96,0.85179,0.48058,1.57861,0.9897,0.94244,0.98384,0.78376,0.83086,0.4567,1.93145,0.0035815,0.0035815,0.0035815
391,2242.62,0.84924,0.47864,1.58815,0.98982,0.95365,0.98992,0.78789,0.81756,0.44819,1.89382,0.003565,0.003565,0.003565
392,2248.29,0.84751,0.48872,1.61969,0.96648,0.96078,0.98881,0.77709,0.8259,0.4497,1.91111,0.0035485,0.0035485,0.0035485
393,2253.95,0.83604,0.48397,1.56173,0.9658,0.96911,0.98754,0.7742,0.8479,0.45079,1.95691,0.003532,0.003532,0.003532
394,2259.67,0.86515,0.48941,1.57478,0.96009,0.97549,0.98579,0.77384,0.83799,0.45983,1.93064,0.0035155,0.0035155,0.0035155
395,2265.32,0.84617,0.48892,1.56595,0.9583,0.97059,0.98524,0.77953,0.82737,0.45481,1.92615,0.003499,0.003499,0.003499
396,2271,0.84537,0.48331,1.59411,0.96114,0.96996,0.98499,0.78836,0.81455,0.45128,1.90742,0.0034825,0.0034825,0.0034825
397,2276.65,0.85936,0.49129,1.58139,0.96112,0.96936,0.9837,0.78349,0.81084,0.44829,1.92162,0.003466,0.003466,0.003466
398,2282.31,0.8257,0.4762,1.59638,0.97363,0.95098,0.98179,0.78048,0.81742,0.45041,1.92913,0.0034495,0.0034495,0.0034495
399,2287.98,0.84922,0.47825,1.57338,0.96529,0.95429,0.98464,0.77659,0.82641,0.45542,1.93806,0.003433,0.003433,0.003433
400,2293.67,0.8387,0.48634,1.56786,0.96092,0.96418,0.98384,0.77894,0.82512,0.45726,1.95208,0.0034165,0.0034165,0.0034165
401,2299.35,0.83745,0.4782,1.61886,0.98669,0.94118,0.98848,0.79095,0.81557,0.4485,1.91804,0.0034,0.0034,0.0034
402,2305.01,0.85441,0.48346,1.63228,0.96919,0.96078,0.98299,0.7824,0.82576,0.45449,1.89951,0.0033835,0.0033835,0.0033835
403,2310.66,0.85922,0.48545,1.59656,0.99481,0.94018,0.98737,0.78422,0.81782,0.4628,1.90777,0.003367,0.003367,0.003367
404,2316.33,0.83473,0.48145,1.64199,0.99138,0.95098,0.98573,0.78474,0.82527,0.45858,1.95661,0.0033505,0.0033505,0.0033505
405,2322,0.846,0.48036,1.60223,0.99135,0.95098,0.98598,0.78167,0.84451,0.46824,1.95079,0.003334,0.003334,0.003334
406,2327.68,0.85753,0.48873,1.60826,0.98988,0.95894,0.98988,0.78471,0.83415,0.46299,1.93343,0.0033175,0.0033175,0.0033175
407,2333.35,0.84708,0.47994,1.61352,0.98763,0.95098,0.98536,0.78835,0.82361,0.45507,1.93412,0.003301,0.003301,0.003301
408,2339.02,0.83252,0.47758,1.5637,0.98517,0.95098,0.98538,0.78352,0.8299,0.45959,1.94386,0.0032845,0.0032845,0.0032845
409,2344.69,0.85378,0.48482,1.60348,0.98496,0.94608,0.98548,0.79029,0.82488,0.45503,1.92945,0.003268,0.003268,0.003268
410,2350.38,0.82373,0.47446,1.60874,0.98731,0.94608,0.98862,0.78971,0.8207,0.44962,1.91749,0.0032515,0.0032515,0.0032515
411,2356.06,0.84053,0.47966,1.58809,0.98354,0.94608,0.98631,0.78597,0.82268,0.44897,1.91324,0.003235,0.003235,0.003235
412,2362.14,0.83806,0.47629,1.59757,0.98678,0.94608,0.98634,0.78886,0.81886,0.45043,1.91291,0.0032185,0.0032185,0.0032185
413,2367.95,0.81884,0.47569,1.57102,0.97958,0.94118,0.98272,0.78608,0.82022,0.451,1.92811,0.003202,0.003202,0.003202
414,2373.63,0.84151,0.48611,1.59953,0.96902,0.94118,0.98201,0.78444,0.82625,0.4499,1.9407,0.0031855,0.0031855,0.0031855
415,2379.3,0.81704,0.47264,1.55523,0.9715,0.94118,0.98324,0.78227,0.82682,0.45051,1.94205,0.003169,0.003169,0.003169
416,2384.96,0.83024,0.4811,1.59044,0.96024,0.94721,0.98573,0.788,0.82584,0.44564,1.92476,0.0031525,0.0031525,0.0031525
417,2390.64,0.82557,0.47251,1.56579,0.97657,0.93137,0.98514,0.78083,0.83603,0.44999,1.94251,0.003136,0.003136,0.003136
418,2396.32,0.82863,0.47569,1.60569,0.97027,0.95998,0.98478,0.78097,0.83145,0.44712,1.92951,0.0031195,0.0031195,0.0031195
419,2402,0.8372,0.47748,1.56575,0.96973,0.96078,0.9815,0.78491,0.82337,0.44527,1.92182,0.003103,0.003103,0.003103
420,2407.65,0.83346,0.47465,1.59552,0.97401,0.96078,0.98402,0.78796,0.82269,0.44354,1.90934,0.0030865,0.0030865,0.0030865
421,2413.3,0.82585,0.47098,1.5746,0.97508,0.95896,0.98621,0.79061,0.81804,0.4351,1.91392,0.00307,0.00307,0.00307
422,2418.97,0.84985,0.4851,1.57709,0.982,0.94608,0.98237,0.79115,0.82163,0.44362,1.92375,0.0030535,0.0030535,0.0030535
423,2424.64,0.82556,0.46302,1.59791,0.9836,0.95098,0.9863,0.78984,0.81955,0.44419,1.93347,0.003037,0.003037,0.003037
424,2430.3,0.82078,0.47193,1.59222,0.99486,0.94972,0.98855,0.78446,0.82629,0.4418,1.93217,0.0030205,0.0030205,0.0030205
425,2435.94,0.82622,0.47388,1.58692,0.9875,0.95098,0.98717,0.7815,0.82872,0.44107,1.94802,0.003004,0.003004,0.003004
426,2441.62,0.81354,0.4717,1.61005,0.97986,0.95391,0.98849,0.7803,0.83294,0.44208,1.93913,0.0029875,0.0029875,0.0029875
427,2447.32,0.82189,0.47223,1.56879,0.97501,0.95615,0.98528,0.78217,0.82939,0.44683,1.92627,0.002971,0.002971,0.002971
428,2452.99,0.83636,0.47775,1.56518,0.98202,0.95098,0.98477,0.78255,0.82487,0.44824,1.93464,0.0029545,0.0029545,0.0029545
429,2458.67,0.82277,0.46916,1.51037,0.98971,0.94608,0.9859,0.78797,0.82277,0.44781,1.93723,0.002938,0.002938,0.002938
430,2464.32,0.81162,0.46774,1.59434,0.98963,0.95098,0.98792,0.786,0.82214,0.45125,1.92212,0.0029215,0.0029215,0.0029215
431,2470,0.80547,0.46486,1.53963,0.98752,0.94608,0.98673,0.77713,0.81939,0.44764,1.91362,0.002905,0.002905,0.002905
432,2475.64,0.82283,0.46503,1.55321,0.98849,0.94608,0.98715,0.78138,0.81698,0.45422,1.93046,0.0028885,0.0028885,0.0028885
433,2481.31,0.82525,0.4711,1.53887,0.98765,0.94608,0.98207,0.78217,0.81084,0.44933,1.93028,0.002872,0.002872,0.002872
434,2487.22,0.83622,0.47303,1.59165,0.97026,0.95961,0.98348,0.78198,0.80999,0.44317,1.92918,0.0028555,0.0028555,0.0028555
435,2493.32,0.82732,0.47342,1.59845,0.98466,0.9441,0.98404,0.77799,0.82802,0.45305,1.94514,0.002839,0.002839,0.002839
436,2498.98,0.8241,0.47536,1.56886,0.97973,0.94772,0.98381,0.78241,0.82057,0.4443,1.93013,0.0028225,0.0028225,0.0028225
437,2504.66,0.83232,0.47867,1.60846,0.98624,0.94608,0.98375,0.78369,0.81479,0.44274,1.92211,0.002806,0.002806,0.002806
438,2510.31,0.82662,0.47518,1.57903,0.98979,0.95027,0.98419,0.78711,0.80179,0.45034,1.90297,0.0027895,0.0027895,0.0027895
439,2515.99,0.79901,0.46555,1.55785,0.99232,0.95098,0.98617,0.78595,0.80982,0.44225,1.90581,0.002773,0.002773,0.002773
440,2521.66,0.81021,0.4647,1.58396,0.9922,0.95098,0.98703,0.78388,0.81845,0.44237,1.9095,0.0027565,0.0027565,0.0027565
441,2527.34,0.80641,0.45395,1.58538,0.99286,0.95098,0.98585,0.78595,0.81878,0.44656,1.91342,0.00274,0.00274,0.00274
442,2533.01,0.80364,0.45725,1.58378,0.99176,0.95098,0.98433,0.78975,0.80892,0.43865,1.90411,0.0027235,0.0027235,0.0027235
443,2538.7,0.81289,0.46747,1.59349,0.98649,0.95098,0.98336,0.78623,0.8135,0.44189,1.92877,0.002707,0.002707,0.002707
444,2544.4,0.81902,0.46595,1.54533,0.98472,0.94766,0.9845,0.7874,0.81064,0.43713,1.93977,0.0026905,0.0026905,0.0026905
445,2550.06,0.80591,0.46435,1.5651,0.99273,0.95098,0.98508,0.7881,0.81063,0.43913,1.91404,0.002674,0.002674,0.002674
446,2556.19,0.81448,0.4709,1.55419,0.99311,0.95098,0.98464,0.79193,0.80865,0.43274,1.90402,0.0026575,0.0026575,0.0026575
447,2562.06,0.80456,0.45877,1.59796,0.99016,0.95098,0.98488,0.78849,0.81822,0.43097,1.91569,0.002641,0.002641,0.002641
448,2567.72,0.80839,0.46489,1.5581,0.99308,0.95098,0.98514,0.78985,0.81168,0.43476,1.9134,0.0026245,0.0026245,0.0026245
449,2573.38,0.83287,0.47121,1.58796,0.98579,0.95098,0.98514,0.78938,0.80583,0.43386,1.9085,0.002608,0.002608,0.002608
450,2579.07,0.81128,0.46801,1.54296,0.98206,0.95098,0.9859,0.78855,0.81352,0.43674,1.91482,0.0025915,0.0025915,0.0025915
451,2584.72,0.8117,0.46637,1.58317,0.98979,0.94998,0.98565,0.78728,0.82039,0.44449,1.93465,0.002575,0.002575,0.002575
452,2590.37,0.79847,0.45777,1.5481,0.98473,0.94823,0.98481,0.78087,0.82766,0.44655,1.94534,0.0025585,0.0025585,0.0025585
453,2596.03,0.80946,0.45996,1.57414,0.9777,0.95098,0.98307,0.78353,0.82234,0.44686,1.92795,0.002542,0.002542,0.002542
454,2601.7,0.82356,0.46556,1.60471,0.98596,0.95098,0.98426,0.78835,0.81291,0.44271,1.92116,0.0025255,0.0025255,0.0025255
455,2607.37,0.82349,0.46732,1.58684,0.98711,0.95098,0.98505,0.78782,0.80904,0.43584,1.91774,0.002509,0.002509,0.002509
456,2613.05,0.81864,0.46436,1.56047,0.98465,0.95098,0.98376,0.78093,0.81945,0.43654,1.92809,0.0024925,0.0024925,0.0024925
457,2618.74,0.81183,0.47069,1.59265,0.98223,0.95098,0.9822,0.77887,0.82138,0.44681,1.95682,0.002476,0.002476,0.002476
458,2624.41,0.80971,0.46811,1.56405,0.98361,0.95098,0.98477,0.79053,0.80782,0.44386,1.93671,0.0024595,0.0024595,0.0024595
459,2630.08,0.79639,0.45334,1.5827,0.98728,0.95098,0.98611,0.78483,0.81617,0.44512,1.93419,0.002443,0.002443,0.002443
460,2635.74,0.82635,0.47122,1.61089,0.98978,0.9495,0.98632,0.78555,0.81396,0.44209,1.92338,0.0024265,0.0024265,0.0024265
461,2641.42,0.80027,0.45731,1.55087,0.98775,0.94608,0.98576,0.78687,0.81223,0.44711,1.92263,0.00241,0.00241,0.00241
462,2647.06,0.80831,0.46027,1.60687,0.97498,0.95522,0.9829,0.77835,0.81991,0.45163,1.94093,0.0023935,0.0023935,0.0023935
463,2652.72,0.80733,0.45816,1.57309,0.97013,0.95517,0.98362,0.77865,0.82237,0.4573,1.93858,0.002377,0.002377,0.002377
464,2658.36,0.79015,0.45797,1.54817,0.97003,0.95098,0.98455,0.78266,0.82218,0.4504,1.95398,0.0023605,0.0023605,0.0023605
465,2664.02,0.80271,0.46196,1.57425,0.98211,0.95098,0.98459,0.78024,0.81674,0.44219,1.96091,0.002344,0.002344,0.002344
466,2669.69,0.80293,0.46173,1.57317,0.97384,0.95098,0.98334,0.78006,0.81626,0.45262,1.96032,0.0023275,0.0023275,0.0023275
467,2675.38,0.80242,0.46471,1.54959,0.97488,0.95137,0.98427,0.77987,0.81224,0.44805,1.94322,0.002311,0.002311,0.002311
468,2681.34,0.80661,0.46174,1.55587,0.9755,0.95098,0.98355,0.77417,0.80663,0.44583,1.93447,0.0022945,0.0022945,0.0022945
469,2686.99,0.79338,0.45599,1.55042,0.97496,0.95419,0.98395,0.77857,0.8056,0.44672,1.93173,0.002278,0.002278,0.002278
470,2692.67,0.78917,0.45508,1.57493,0.97924,0.95098,0.98469,0.78675,0.80812,0.44111,1.91594,0.0022615,0.0022615,0.0022615
471,2698.36,0.78547,0.45294,1.52472,0.97488,0.95121,0.98396,0.78399,0.80845,0.44392,1.91802,0.002245,0.002245,0.002245
472,2704.03,0.80815,0.46109,1.56817,0.97721,0.95098,0.98373,0.78953,0.81012,0.44323,1.91042,0.0022285,0.0022285,0.0022285
473,2709.72,0.78718,0.45847,1.5416,0.95394,0.97059,0.9835,0.78128,0.81707,0.44163,1.92903,0.002212,0.002212,0.002212
474,2715.38,0.79569,0.4554,1.54809,0.96474,0.96078,0.98421,0.78686,0.80591,0.43153,1.92694,0.0021955,0.0021955,0.0021955
475,2721.04,0.80517,0.46281,1.55817,0.96523,0.96569,0.98387,0.78659,0.80292,0.43543,1.92318,0.002179,0.002179,0.002179
476,2726.69,0.80541,0.45885,1.56918,0.96567,0.96508,0.9838,0.78631,0.80578,0.4385,1.921,0.0021625,0.0021625,0.0021625
477,2732.35,0.78718,0.45402,1.57719,0.9739,0.95098,0.98372,0.78297,0.81295,0.43653,1.93623,0.002146,0.002146,0.002146
478,2738.05,0.79801,0.45856,1.54609,0.97286,0.95098,0.98442,0.78717,0.81062,0.42853,1.93053,0.0021295,0.0021295,0.0021295
479,2743.71,0.81005,0.46111,1.57626,0.97492,0.95268,0.98597,0.78974,0.80398,0.43082,1.90788,0.002113,0.002113,0.002113
480,2749.38,0.79205,0.45671,1.56824,0.95911,0.97059,0.98341,0.79277,0.80662,0.43585,1.91414,0.0020965,0.0020965,0.0020965
481,2755.24,0.80058,0.45925,1.57536,0.96302,0.96078,0.98369,0.79343,0.80698,0.43886,1.91778,0.00208,0.00208,0.00208
482,2761.09,0.78696,0.45675,1.52488,0.97887,0.95098,0.98413,0.78627,0.81258,0.4416,1.92779,0.0020635,0.0020635,0.0020635
483,2766.76,0.79403,0.45548,1.58516,0.96546,0.95909,0.98495,0.78696,0.81267,0.44132,1.92331,0.002047,0.002047,0.002047
484,2772.44,0.77459,0.45048,1.54749,0.96093,0.96463,0.98596,0.79236,0.81198,0.43933,1.9281,0.0020305,0.0020305,0.0020305
485,2778.11,0.80021,0.45656,1.55287,0.98406,0.95098,0.98533,0.79398,0.80906,0.43648,1.91706,0.002014,0.002014,0.002014
486,2784.01,0.79975,0.46023,1.58239,0.98942,0.95098,0.9844,0.78946,0.81077,0.43619,1.92206,0.0019975,0.0019975,0.0019975
487,2789.66,0.79865,0.46219,1.55389,0.98639,0.95098,0.98538,0.78845,0.81254,0.43744,1.93233,0.001981,0.001981,0.001981
488,2795.32,0.78087,0.45525,1.56191,0.98843,0.95098,0.98411,0.78772,0.81592,0.4432,1.94045,0.0019645,0.0019645,0.0019645
489,2801.02,0.79052,0.45567,1.55709,0.98408,0.95098,0.98439,0.7858,0.8114,0.44198,1.93674,0.001948,0.001948,0.001948
490,2806.67,0.79038,0.45093,1.56376,0.98467,0.9444,0.98393,0.79053,0.80426,0.43734,1.93502,0.0019315,0.0019315,0.0019315
491,2812.34,0.79783,0.45627,1.55678,0.97983,0.95231,0.98646,0.78963,0.80091,0.4399,1.92957,0.001915,0.001915,0.001915
492,2818.02,0.80056,0.46244,1.54884,0.97964,0.94326,0.98505,0.78958,0.80097,0.44036,1.91938,0.0018985,0.0018985,0.0018985
493,2823.69,0.80322,0.4514,1.56419,0.98941,0.95098,0.9853,0.78995,0.79645,0.43988,1.91395,0.001882,0.001882,0.001882
494,2829.36,0.7724,0.44383,1.53504,0.99222,0.95098,0.98604,0.789,0.79665,0.43886,1.92504,0.0018655,0.0018655,0.0018655
495,2835.04,0.78947,0.45039,1.56735,0.98976,0.94769,0.98644,0.79256,0.79603,0.43215,1.92916,0.001849,0.001849,0.001849
496,2840.7,0.7752,0.45094,1.53863,0.99484,0.94583,0.98459,0.78748,0.79421,0.43384,1.92005,0.0018325,0.0018325,0.0018325
497,2846.36,0.77574,0.44863,1.53667,0.96296,0.96078,0.98398,0.78307,0.79957,0.43731,1.92181,0.001816,0.001816,0.001816
498,2852.02,0.7869,0.45193,1.55169,0.97642,0.95098,0.9856,0.78824,0.80263,0.43487,1.92793,0.0017995,0.0017995,0.0017995
499,2857.68,0.77489,0.44754,1.56813,0.97002,0.95172,0.98509,0.78317,0.81053,0.4308,1.92865,0.001783,0.001783,0.001783
500,2863.37,0.77765,0.4483,1.53439,0.97729,0.95098,0.98369,0.78625,0.79857,0.43004,1.92244,0.0017665,0.0017665,0.0017665
501,2869.03,0.78295,0.45182,1.55291,0.98473,0.95098,0.9815,0.79376,0.79931,0.433,1.91892,0.00175,0.00175,0.00175
502,2874.72,0.78256,0.45043,1.53131,0.9831,0.94608,0.98266,0.79277,0.8021,0.42947,1.91812,0.0017335,0.0017335,0.0017335
503,2880.37,0.76111,0.43776,1.52029,0.97973,0.9479,0.98333,0.798,0.79368,0.42881,1.9074,0.001717,0.001717,0.001717
504,2886.24,0.77737,0.45679,1.54549,0.97492,0.95284,0.98403,0.80181,0.79263,0.43341,1.90324,0.0017005,0.0017005,0.0017005
505,2892.13,0.79265,0.46085,1.53946,0.98147,0.94608,0.98255,0.7925,0.80151,0.43782,1.91598,0.001684,0.001684,0.001684
506,2897.79,0.76855,0.44629,1.5068,0.97624,0.95098,0.98354,0.79037,0.80326,0.43962,1.91883,0.0016675,0.0016675,0.0016675
507,2903.46,0.77406,0.45375,1.55521,0.97878,0.94608,0.98419,0.79173,0.80182,0.44283,1.93434,0.001651,0.001651,0.001651
508,2909.14,0.77241,0.44714,1.56132,0.96547,0.95957,0.98371,0.78728,0.80761,0.44246,1.95088,0.0016345,0.0016345,0.0016345
509,2914.82,0.78451,0.44669,1.55809,0.9829,0.94608,0.98409,0.78603,0.80843,0.43715,1.93129,0.001618,0.001618,0.001618
510,2920.48,0.77685,0.44605,1.54764,0.98968,0.94034,0.98438,0.79013,0.80386,0.43287,1.92541,0.0016015,0.0016015,0.0016015
511,2926.16,0.77827,0.4447,1.52475,0.98968,0.9401,0.98376,0.78887,0.80294,0.43171,1.91334,0.001585,0.001585,0.001585
512,2932.15,0.77753,0.44205,1.54716,0.9841,0.94118,0.9849,0.79246,0.80501,0.43092,1.90745,0.0015685,0.0015685,0.0015685
513,2937.81,0.77327,0.4484,1.55701,0.96092,0.96424,0.98398,0.78911,0.80352,0.43438,1.90827,0.001552,0.001552,0.001552
514,2943.48,0.7813,0.45039,1.54346,0.97512,0.96056,0.98415,0.79041,0.79775,0.42322,1.90802,0.0015355,0.0015355,0.0015355
515,2949.15,0.79081,0.44725,1.56588,0.97506,0.9581,0.98479,0.79288,0.79819,0.42697,1.91736,0.001519,0.001519,0.001519
516,2954.81,0.7775,0.45047,1.56558,0.97029,0.9606,0.98504,0.79424,0.8015,0.43044,1.92081,0.0015025,0.0015025,0.0015025
517,2960.48,0.76931,0.44673,1.55658,0.975,0.9559,0.98461,0.79587,0.80391,0.43368,1.92122,0.001486,0.001486,0.001486
518,2966.15,0.79016,0.45702,1.56827,0.9775,0.95588,0.98424,0.79363,0.80271,0.43877,1.92318,0.0014695,0.0014695,0.0014695
519,2971.81,0.76933,0.44253,1.55641,0.97987,0.95461,0.98449,0.79805,0.79843,0.43662,1.9239,0.001453,0.001453,0.001453
520,2977.48,0.77396,0.44993,1.53373,0.97987,0.95588,0.98543,0.79351,0.79625,0.43634,1.92475,0.0014365,0.0014365,0.0014365
521,2983.15,0.77526,0.44042,1.54535,0.97507,0.95884,0.9843,0.7899,0.7931,0.43608,1.92284,0.00142,0.00142,0.00142
522,2988.81,0.76947,0.44226,1.54747,0.97508,0.9592,0.98385,0.78843,0.797,0.4356,1.92675,0.0014035,0.0014035,0.0014035
523,2994.52,0.76344,0.44094,1.51968,0.97509,0.95931,0.98608,0.79061,0.7986,0.43771,1.92824,0.001387,0.001387,0.001387
524,3000.18,0.77009,0.44759,1.51239,0.97108,0.96078,0.98627,0.78872,0.80299,0.43941,1.9273,0.0013705,0.0013705,0.0013705
525,3005.84,0.77046,0.4492,1.56543,0.97512,0.96052,0.98461,0.79736,0.7914,0.43863,1.91313,0.001354,0.001354,0.001354
526,3011.5,0.77211,0.44789,1.57816,0.98295,0.94608,0.98485,0.79664,0.79214,0.43724,1.91809,0.0013375,0.0013375,0.0013375
527,3017.17,0.78004,0.44885,1.54396,0.98401,0.95098,0.98658,0.79624,0.79353,0.43545,1.92301,0.001321,0.001321,0.001321
528,3022.86,0.77878,0.44599,1.53207,0.97714,0.95588,0.98506,0.79255,0.79409,0.43194,1.91785,0.0013045,0.0013045,0.0013045
529,3028.53,0.76769,0.43803,1.54302,0.97506,0.95841,0.98465,0.79068,0.79944,0.43608,1.92324,0.001288,0.001288,0.001288
530,3034.2,0.7695,0.44713,1.53224,0.97982,0.94608,0.98347,0.78498,0.8058,0.43898,1.92508,0.0012715,0.0012715,0.0012715
531,3039.88,0.75506,0.43807,1.52426,0.98475,0.94945,0.98363,0.78458,0.80691,0.43853,1.92695,0.001255,0.001255,0.001255
532,3045.6,0.76467,0.44762,1.52071,0.98475,0.94944,0.98437,0.78875,0.80672,0.43399,1.91968,0.0012385,0.0012385,0.0012385
533,3051.28,0.78178,0.44596,1.59378,0.98481,0.95362,0.98428,0.79216,0.80753,0.43877,1.91882,0.001222,0.001222,0.001222
534,3057.54,0.75913,0.43744,1.53849,0.98331,0.95588,0.98436,0.79363,0.80479,0.43523,1.92511,0.0012055,0.0012055,0.0012055
535,3063.23,0.77136,0.44519,1.55047,0.98277,0.95588,0.98435,0.79171,0.80418,0.4334,1.92998,0.001189,0.001189,0.001189
536,3068.9,0.7657,0.43931,1.49914,0.9848,0.9525,0.98432,0.79146,0.8103,0.44028,1.93688,0.0011725,0.0011725,0.0011725
537,3074.57,0.75886,0.44137,1.52353,0.98047,0.95098,0.98406,0.78762,0.81012,0.4409,1.93543,0.001156,0.001156,0.001156
538,3080.24,0.78349,0.44659,1.54113,0.9838,0.95098,0.98461,0.78494,0.80449,0.43596,1.92514,0.0011395,0.0011395,0.0011395
539,3085.9,0.76357,0.43915,1.54378,0.98464,0.95098,0.98491,0.79125,0.80378,0.43471,1.91662,0.001123,0.001123,0.001123
540,3091.58,0.77377,0.44546,1.52059,0.98461,0.95098,0.98522,0.79489,0.80306,0.43572,1.91727,0.0011065,0.0011065,0.0011065
541,3097.25,0.75067,0.43661,1.49943,0.98639,0.94608,0.98441,0.79078,0.80756,0.43908,1.92555,0.00109,0.00109,0.00109
542,3102.91,0.75444,0.44145,1.50682,0.99153,0.94608,0.98471,0.7922,0.79891,0.44084,1.92968,0.0010735,0.0010735,0.0010735
543,3108.57,0.75953,0.44377,1.57176,0.99328,0.94608,0.98433,0.78959,0.80165,0.44707,1.9402,0.001057,0.001057,0.001057
544,3114.25,0.76365,0.44207,1.55216,0.99369,0.94608,0.98417,0.78823,0.80531,0.45108,1.94649,0.0010405,0.0010405,0.0010405
545,3120.08,0.74421,0.43451,1.53952,0.98895,0.94118,0.98417,0.78316,0.80896,0.45124,1.94603,0.001024,0.001024,0.001024
546,3126.15,0.76234,0.44592,1.50024,0.97489,0.95171,0.98435,0.78665,0.80402,0.4466,1.94398,0.0010075,0.0010075,0.0010075
547,3131.81,0.75237,0.4385,1.55249,0.97963,0.95098,0.98501,0.78622,0.79941,0.4383,1.94057,0.000991,0.000991,0.000991
548,3137.48,0.76164,0.43685,1.52874,0.97925,0.95098,0.98514,0.78749,0.8029,0.43917,1.92933,0.0009745,0.0009745,0.0009745
549,3143.17,0.74743,0.43137,1.51996,0.99319,0.95098,0.98515,0.78847,0.80209,0.4407,1.92743,0.000958,0.000958,0.000958
550,3148.86,0.75906,0.44215,1.52002,0.99429,0.95098,0.98474,0.78999,0.803,0.44341,1.93337,0.0009415,0.0009415,0.0009415
551,3154.54,0.76034,0.43677,1.49801,0.99485,0.94749,0.98426,0.79025,0.80159,0.44055,1.92601,0.000925,0.000925,0.000925
552,3160.21,0.75766,0.43967,1.51097,0.98468,0.94535,0.98373,0.78943,0.80687,0.44589,1.92393,0.0009085,0.0009085,0.0009085
553,3165.88,0.75083,0.43983,1.5264,0.98475,0.94982,0.98398,0.7884,0.80092,0.44461,1.91631,0.000892,0.000892,0.000892
554,3171.52,0.76654,0.44406,1.59142,0.98475,0.94963,0.98404,0.79076,0.79864,0.43951,1.91089,0.0008755,0.0008755,0.0008755
555,3177.23,0.74506,0.43468,1.48586,0.98471,0.94718,0.98353,0.7883,0.79942,0.43866,1.91459,0.000859,0.000859,0.000859
556,3182.89,0.75891,0.43763,1.5412,0.98472,0.94758,0.9833,0.78695,0.80119,0.43499,1.91853,0.0008425,0.0008425,0.0008425
557,3188.79,0.75518,0.44076,1.51661,0.98474,0.94898,0.98388,0.79161,0.79986,0.43788,1.92528,0.000826,0.000826,0.000826
