epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,1037.94,1.02371,0.58982,1.75127,0.93997,0.94608,0.96948,0.71748,0.96453,0.5683,2.0529,0.0070465,0.0070465,0.0070465
181,1043.6,1.03098,0.58066,1.75245,0.94403,0.95098,0.97657,0.73121,0.94941,0.57147,2.02011,0.00703,0.00703,0.00703
182,1049.27,1.02788,0.58263,1.73223,0.96622,0.94118,0.97994,0.75344,0.90435,0.56287,2.01194,0.0070135,0.0070135,0.0070135
183,1054.94,1.03563,0.59305,1.75816,0.94599,0.97059,0.97928,0.7509,0.90119,0.53509,1.97542,0.006997,0.006997,0.006997
184,1060.61,1.01452,0.58393,1.72203,0.95815,0.95098,0.97901,0.73886,0.94817,0.53865,2.02011,0.0069805,0.0069805,0.0069805
185,1066.28,1.02163,0.57779,1.72,0.94596,0.94381,0.98094,0.74483,0.93845,0.55176,2.01825,0.006964,0.006964,0.006964
186,1071.93,1.01002,0.57824,1.75515,0.96516,0.95045,0.98513,0.74551,0.91516,0.52366,1.98914,0.0069475,0.0069475,0.0069475
187,1077.6,1.01554,0.58386,1.70692,0.95978,0.95588,0.97734,0.73271,0.9401,0.53189,2.0489,0.006931,0.006931,0.006931
188,1083.27,1.00719,0.58349,1.71581,0.95125,0.95642,0.97762,0.7479,0.93032,0.54755,1.93963,0.0069145,0.0069145,0.0069145
189,1088.93,1.02697,0.58947,1.72364,0.93288,0.97549,0.98258,0.75139,0.90962,0.51317,1.98478,0.006898,0.006898,0.006898
190,1095.09,1.00484,0.58087,1.70426,0.96405,0.95098,0.9792,0.74236,0.90439,0.51447,2.0262,0.0068815,0.0068815,0.0068815
191,1100.76,0.98954,0.56596,1.7111,0.95633,0.97059,0.98647,0.76697,0.88604,0.5141,1.99805,0.006865,0.006865,0.006865
192,1106.62,1.01285,0.57472,1.70694,0.96902,0.91988,0.98219,0.75736,0.89858,0.5389,1.99161,0.0068485,0.0068485,0.0068485
193,1112.29,1.00289,0.57132,1.69957,0.97008,0.95374,0.97699,0.73872,0.93572,0.54183,2.01593,0.006832,0.006832,0.006832
194,1117.97,1.00291,0.56915,1.72362,0.96511,0.94924,0.9748,0.7487,0.89397,0.52434,1.97349,0.0068155,0.0068155,0.0068155
195,1123.61,1.01642,0.57969,1.73069,0.96836,0.95588,0.98059,0.74983,0.8925,0.50759,1.97321,0.006799,0.006799,0.006799
196,1129.27,1.02613,0.58654,1.69335,0.9469,0.96155,0.97736,0.751,0.87638,0.51921,1.94175,0.0067825,0.0067825,0.0067825
197,1134.92,1.02181,0.57256,1.70676,0.96559,0.96303,0.98486,0.74393,0.93264,0.5254,1.97269,0.006766,0.006766,0.006766
198,1140.59,1.01172,0.57568,1.70991,0.95581,0.97059,0.98067,0.73879,0.91761,0.52627,1.97351,0.0067495,0.0067495,0.0067495
199,1146.26,0.98787,0.57438,1.70125,0.94297,0.96569,0.98172,0.75342,0.91219,0.52951,1.98689,0.006733,0.006733,0.006733
200,1151.92,1.0128,0.57622,1.68002,0.9648,0.94051,0.9815,0.75899,0.8787,0.53027,1.9773,0.0067165,0.0067165,0.0067165
201,1158,1.00966,0.58425,1.73355,0.96479,0.9401,0.97965,0.74994,0.88202,0.52544,1.98938,0.0067,0.0067,0.0067
202,1163.66,0.98928,0.57033,1.74519,0.94607,0.94598,0.98374,0.75347,0.90433,0.53031,1.93936,0.0066835,0.0066835,0.0066835
203,1169.34,1.01807,0.57748,1.706,0.93868,0.94608,0.97672,0.73802,0.94415,0.54707,2.02061,0.006667,0.006667,0.006667
204,1175,1.01222,0.57687,1.69617,0.93867,0.97535,0.97463,0.73107,0.90735,0.53258,1.99648,0.0066505,0.0066505,0.0066505
205,1180.69,0.99329,0.56475,1.71396,0.95097,0.95086,0.97387,0.74166,0.90496,0.52223,2.05242,0.006634,0.006634,0.006634
206,1186.36,0.98336,0.55755,1.67788,0.97447,0.90686,0.98099,0.74529,0.90421,0.52446,1.96953,0.0066175,0.0066175,0.0066175
207,1192.05,0.99993,0.57125,1.71806,0.96966,0.94008,0.98473,0.76188,0.875,0.51032,1.92861,0.006601,0.006601,0.006601
208,1197.73,0.99578,0.56498,1.67081,0.95126,0.95677,0.97555,0.74729,0.90636,0.53602,1.96631,0.0065845,0.0065845,0.0065845
209,1203.38,0.99928,0.56775,1.70129,0.95688,0.95588,0.97783,0.74373,0.90264,0.52775,1.97578,0.006568,0.006568,0.006568
210,1209.08,0.9955,0.56236,1.71134,0.96062,0.96078,0.98559,0.75707,0.878,0.51311,1.9615,0.0065515,0.0065515,0.0065515
211,1214.75,0.96354,0.5501,1.66726,0.93935,0.91113,0.96036,0.71509,0.93943,0.56153,2.00723,0.006535,0.006535,0.006535
212,1220.71,0.97671,0.54948,1.65756,0.93178,0.97059,0.98051,0.73365,0.92661,0.53969,2.00108,0.0065185,0.0065185,0.0065185
213,1226.38,0.97158,0.55825,1.70991,0.96923,0.92657,0.98095,0.74592,0.87071,0.52747,1.97633,0.006502,0.006502,0.006502
214,1232.03,0.98262,0.56886,1.70627,0.92096,0.95588,0.97261,0.73661,0.93614,0.57438,1.99086,0.0064855,0.0064855,0.0064855
215,1237.7,1.0059,0.57516,1.71149,0.95995,0.93994,0.98298,0.74104,0.93326,0.5464,1.99811,0.006469,0.006469,0.006469
216,1243.43,0.97784,0.5659,1.67517,0.96361,0.96569,0.98737,0.75084,0.9073,0.51618,1.98173,0.0064525,0.0064525,0.0064525
217,1249.1,1.00233,0.56571,1.70159,0.96566,0.95098,0.98186,0.75273,0.88948,0.53853,1.95497,0.006436,0.006436,0.006436
218,1254.77,0.97194,0.55842,1.70215,0.97483,0.93137,0.97839,0.75787,0.88849,0.52801,1.97096,0.0064195,0.0064195,0.0064195
219,1260.43,1.00982,0.56804,1.74213,0.95511,0.93876,0.97108,0.74326,0.88201,0.52409,1.9902,0.006403,0.006403,0.006403
220,1266.08,0.9808,0.56375,1.69356,0.9651,0.9489,0.98231,0.764,0.88863,0.50168,1.97784,0.0063865,0.0063865,0.0063865
221,1271.73,0.99329,0.57138,1.72634,0.92356,0.94762,0.9604,0.71528,0.92111,0.55582,2.03296,0.00637,0.00637,0.00637
222,1277.42,0.97017,0.5584,1.69308,0.96527,0.9538,0.98247,0.76135,0.88957,0.51847,1.96974,0.0063535,0.0063535,0.0063535
223,1283.08,0.96597,0.56199,1.70298,0.95909,0.96078,0.98043,0.75333,0.89617,0.51064,1.99765,0.006337,0.006337,0.006337
224,1288.76,0.98394,0.56332,1.68992,0.95725,0.96078,0.98045,0.74524,0.90949,0.51826,1.99343,0.0063205,0.0063205,0.0063205
225,1294.43,0.99026,0.56323,1.67189,0.95094,0.95007,0.9779,0.7441,0.89545,0.53196,1.98565,0.006304,0.006304,0.006304
226,1300.12,0.98904,0.56572,1.69782,0.9695,0.93476,0.98561,0.75968,0.88033,0.50863,1.94413,0.0062875,0.0062875,0.0062875
227,1305.79,0.96764,0.55375,1.72367,0.95605,0.95961,0.97927,0.76383,0.88297,0.49661,1.94245,0.006271,0.006271,0.006271
228,1311.45,0.9501,0.5521,1.66391,0.94818,0.93137,0.96875,0.72741,0.92901,0.55382,2.03721,0.0062545,0.0062545,0.0062545
229,1317.11,0.98726,0.56091,1.70456,0.95758,0.93627,0.97973,0.74055,0.90169,0.51293,1.99941,0.006238,0.006238,0.006238
230,1322.76,0.97596,0.55498,1.69428,0.96984,0.94582,0.98196,0.74767,0.89666,0.50131,1.98021,0.0062215,0.0062215,0.0062215
231,1328.42,0.97316,0.55781,1.68553,0.93525,0.94118,0.96806,0.71842,0.93212,0.54227,1.99952,0.006205,0.006205,0.006205
232,1334.07,0.97385,0.55936,1.6676,0.95083,0.94798,0.98207,0.76283,0.86868,0.50368,1.9629,0.0061885,0.0061885,0.0061885
233,1339.78,0.96453,0.55301,1.65137,0.95023,0.96078,0.97259,0.74843,0.88306,0.50602,1.98646,0.006172,0.006172,0.006172
234,1345.92,0.97513,0.55443,1.67538,0.94313,0.97548,0.97738,0.7619,0.86869,0.50227,1.95683,0.0061555,0.0061555,0.0061555
235,1351.6,0.97457,0.55254,1.6941,0.95172,0.96569,0.9799,0.76149,0.87221,0.5102,1.9688,0.006139,0.006139,0.006139
236,1357.26,0.96504,0.54225,1.65124,0.96402,0.96569,0.98168,0.7642,0.85901,0.50686,1.95156,0.0061225,0.0061225,0.0061225
237,1362.92,0.96244,0.54909,1.65041,0.96112,0.96078,0.98181,0.75787,0.88025,0.50622,1.94516,0.006106,0.006106,0.006106
238,1368.62,0.96083,0.54443,1.65514,0.96858,0.95098,0.97585,0.76791,0.86414,0.50048,1.94563,0.0060895,0.0060895,0.0060895
239,1374.3,0.94336,0.54109,1.64891,0.95614,0.96184,0.97967,0.75752,0.88406,0.48881,1.97654,0.006073,0.006073,0.006073
240,1379.97,0.96001,0.54147,1.6356,0.95713,0.96078,0.98243,0.7546,0.87058,0.49569,1.94275,0.0060565,0.0060565,0.0060565
241,1385.63,0.93855,0.54143,1.66049,0.95383,0.95588,0.98031,0.76328,0.86135,0.51086,1.96356,0.00604,0.00604,0.00604
242,1391.29,0.96103,0.55351,1.68116,0.9643,0.96078,0.98269,0.75208,0.88323,0.49831,1.98859,0.0060235,0.0060235,0.0060235
243,1396.95,0.96136,0.55089,1.6655,0.96964,0.9393,0.98375,0.76159,0.89346,0.5103,1.97566,0.006007,0.006007,0.006007
244,1402.64,0.98026,0.54376,1.68363,0.97292,0.94608,0.98287,0.75382,0.87947,0.51059,1.93426,0.0059905,0.0059905,0.0059905
245,1408.77,0.97648,0.54776,1.68669,0.98493,0.96129,0.98889,0.7753,0.85856,0.48422,1.93686,0.005974,0.005974,0.005974
246,1414.86,0.96422,0.55005,1.66911,0.96366,0.95588,0.97874,0.74563,0.89069,0.50416,1.96393,0.0059575,0.0059575,0.0059575
247,1420.54,0.98103,0.55696,1.66631,0.95902,0.96569,0.97607,0.74458,0.87661,0.50089,1.97138,0.005941,0.005941,0.005941
248,1426.2,0.96064,0.54337,1.6913,0.9602,0.96078,0.97893,0.75361,0.87105,0.51407,1.96103,0.0059245,0.0059245,0.0059245
249,1431.9,0.94217,0.53925,1.6746,0.97907,0.96078,0.98562,0.77275,0.85415,0.51079,1.9516,0.005908,0.005908,0.005908
250,1437.55,0.94723,0.54258,1.6675,0.9504,0.96569,0.98369,0.77584,0.87263,0.50555,1.93839,0.0058915,0.0058915,0.0058915
251,1443.21,0.94509,0.53646,1.66615,0.95649,0.97059,0.98541,0.77278,0.86813,0.49218,1.93776,0.005875,0.005875,0.005875
252,1448.87,0.95786,0.54028,1.66102,0.95639,0.96742,0.98151,0.76064,0.87255,0.49496,1.97201,0.0058585,0.0058585,0.0058585
253,1454.52,0.94865,0.53669,1.66726,0.96605,0.96078,0.98359,0.7664,0.8644,0.4859,1.94189,0.005842,0.005842,0.005842
254,1460.21,0.94025,0.54223,1.6717,0.95192,0.94118,0.96904,0.73956,0.87454,0.51486,1.97292,0.0058255,0.0058255,0.0058255
255,1465.89,0.95865,0.55178,1.64477,0.97063,0.95588,0.98446,0.76093,0.86623,0.5103,1.95548,0.005809,0.005809,0.005809
256,1471.93,0.9513,0.5459,1.67259,0.96599,0.94118,0.97578,0.74095,0.91278,0.53797,2.0284,0.0057925,0.0057925,0.0057925
257,1477.86,0.93004,0.53141,1.65713,0.94789,0.96078,0.98012,0.76571,0.88311,0.52023,1.96265,0.005776,0.005776,0.005776
258,1483.52,0.96585,0.55572,1.67594,0.96144,0.95098,0.98061,0.76911,0.85767,0.50282,1.95788,0.0057595,0.0057595,0.0057595
259,1489.18,0.95979,0.54005,1.65251,0.96285,0.95588,0.98185,0.76548,0.85328,0.51336,1.94087,0.005743,0.005743,0.005743
260,1494.85,0.95708,0.54287,1.66398,0.96544,0.95865,0.98164,0.75083,0.87496,0.5015,1.94544,0.0057265,0.0057265,0.0057265
261,1500.53,0.94579,0.53797,1.6929,0.95486,0.95098,0.97218,0.74743,0.9032,0.53754,2.03729,0.00571,0.00571,0.00571
262,1506.22,0.95837,0.54297,1.66729,0.93324,0.95929,0.98023,0.75606,0.89432,0.523,1.99345,0.0056935,0.0056935,0.0056935
263,1511.87,0.93704,0.53358,1.6855,0.97982,0.95195,0.98099,0.76901,0.842,0.51191,1.94337,0.005677,0.005677,0.005677
264,1517.54,0.93665,0.53008,1.68126,0.95845,0.96569,0.97844,0.75871,0.87176,0.50651,1.92981,0.0056605,0.0056605,0.0056605
265,1523.2,0.95597,0.53947,1.67854,0.9745,0.93659,0.98062,0.76095,0.86633,0.51688,1.95503,0.005644,0.005644,0.005644
266,1528.9,0.94584,0.53252,1.65707,0.96679,0.95588,0.98544,0.76015,0.8833,0.49977,1.95342,0.0056275,0.0056275,0.0056275
267,1534.58,0.94035,0.52894,1.6517,0.95623,0.97059,0.98532,0.76069,0.87177,0.49547,1.97093,0.005611,0.005611,0.005611
268,1540.69,0.94925,0.54022,1.67704,0.9595,0.96569,0.97827,0.75374,0.86642,0.48627,1.92269,0.0055945,0.0055945,0.0055945
269,1546.36,0.91912,0.519,1.67251,0.97479,0.9479,0.98349,0.7741,0.84667,0.47791,1.89694,0.005578,0.005578,0.005578
270,1552.03,0.95058,0.53726,1.64034,0.95584,0.95491,0.97986,0.77817,0.84938,0.48078,1.9241,0.0055615,0.0055615,0.0055615
271,1557.89,0.91967,0.52606,1.66302,0.95588,0.9559,0.98025,0.77264,0.87166,0.48484,1.93188,0.005545,0.005545,0.005545
272,1563.57,0.94249,0.53679,1.66258,0.98476,0.95032,0.98301,0.77635,0.85911,0.48871,1.91196,0.0055285,0.0055285,0.0055285
273,1569.24,0.93375,0.53499,1.63842,0.96832,0.96569,0.98365,0.77105,0.84845,0.48651,1.89196,0.005512,0.005512,0.005512
274,1574.91,0.92644,0.53183,1.6223,0.97754,0.94608,0.98504,0.77556,0.84103,0.49488,1.92603,0.0054955,0.0054955,0.0054955
275,1580.56,0.94083,0.53386,1.62235,0.97168,0.95098,0.98233,0.76261,0.84798,0.50452,1.93872,0.005479,0.005479,0.005479
276,1586.21,0.91697,0.52758,1.6637,0.97482,0.94892,0.98139,0.76093,0.85653,0.49821,1.93711,0.0054625,0.0054625,0.0054625
277,1591.9,0.92501,0.5258,1.6358,0.97008,0.95368,0.98503,0.77519,0.8599,0.47625,1.93816,0.005446,0.005446,0.005446
278,1597.59,0.93224,0.52447,1.65446,0.98495,0.95588,0.9843,0.76134,0.87678,0.4868,1.94984,0.0054295,0.0054295,0.0054295
279,1603.55,0.92465,0.52734,1.61755,0.97885,0.94608,0.98561,0.76851,0.88074,0.49148,1.93971,0.005413,0.005413,0.005413
280,1609.2,0.91958,0.53586,1.67837,0.96098,0.96586,0.98136,0.7631,0.87601,0.48536,1.94115,0.0053965,0.0053965,0.0053965
281,1614.86,0.91814,0.52457,1.63735,0.97044,0.96545,0.9843,0.76971,0.8765,0.50002,1.96445,0.00538,0.00538,0.00538
282,1620.53,0.94715,0.53889,1.65242,0.95599,0.97059,0.98618,0.76284,0.88529,0.48654,1.97352,0.0053635,0.0053635,0.0053635
283,1626.25,0.92216,0.51957,1.67638,0.97459,0.95098,0.98629,0.77266,0.8499,0.47843,1.9405,0.005347,0.005347,0.005347
284,1631.94,0.91723,0.52482,1.62118,0.95562,0.94608,0.97883,0.75991,0.88585,0.50062,1.96679,0.0053305,0.0053305,0.0053305
285,1637.6,0.93194,0.5306,1.61544,0.96508,0.9482,0.97862,0.75054,0.88088,0.49677,1.97615,0.005314,0.005314,0.005314
286,1643.25,0.92203,0.52337,1.63221,0.97038,0.96357,0.98477,0.77356,0.83946,0.49323,1.92198,0.0052975,0.0052975,0.0052975
287,1648.93,0.90745,0.52273,1.63158,0.97015,0.96569,0.98454,0.76981,0.85868,0.48581,1.9185,0.005281,0.005281,0.005281
288,1654.6,0.93965,0.52692,1.64425,0.97151,0.96569,0.98571,0.77063,0.84994,0.48236,1.92432,0.0052645,0.0052645,0.0052645
289,1660.27,0.90568,0.51372,1.62538,0.97766,0.96569,0.98338,0.76865,0.84598,0.49668,1.92549,0.005248,0.005248,0.005248
290,1666.28,0.9247,0.51986,1.65912,0.97026,0.95951,0.9768,0.76015,0.86179,0.48698,1.95313,0.0052315,0.0052315,0.0052315
291,1671.93,0.90781,0.51718,1.59747,0.9658,0.96913,0.97168,0.75396,0.87499,0.49909,1.94679,0.005215,0.005215,0.005215
292,1677.6,0.91482,0.52898,1.58836,0.97039,0.96379,0.98175,0.76363,0.86674,0.47689,1.93683,0.0051985,0.0051985,0.0051985
293,1683.25,0.92338,0.52775,1.64843,0.97487,0.96569,0.98787,0.77684,0.84476,0.4729,1.89726,0.005182,0.005182,0.005182
294,1688.93,0.93565,0.52418,1.67347,0.97022,0.97059,0.98745,0.77625,0.84151,0.47574,1.92081,0.0051655,0.0051655,0.0051655
295,1694.59,0.91673,0.51927,1.63632,0.98123,0.95588,0.98369,0.76803,0.85464,0.47562,1.95979,0.005149,0.005149,0.005149
296,1700.24,0.93191,0.53309,1.68977,0.9806,0.96078,0.98617,0.76712,0.85627,0.47844,1.95705,0.0051325,0.0051325,0.0051325
297,1705.91,0.92305,0.53635,1.63408,0.98198,0.96078,0.98787,0.76282,0.87667,0.49949,1.98587,0.005116,0.005116,0.005116
298,1711.58,0.91215,0.52447,1.60861,0.966,0.97549,0.98793,0.75535,0.87354,0.48924,1.96187,0.0050995,0.0050995,0.0050995
299,1717.24,0.89954,0.51231,1.68938,0.95572,0.97059,0.98276,0.75984,0.86053,0.50295,1.96199,0.005083,0.005083,0.005083
300,1722.94,0.91296,0.52045,1.62338,0.96143,0.96078,0.98424,0.76794,0.85298,0.48378,1.93904,0.0050665,0.0050665,0.0050665
301,1729.06,0.91602,0.51933,1.62006,0.9478,0.98039,0.98691,0.76788,0.86075,0.47828,1.93967,0.00505,0.00505,0.00505
302,1734.94,0.90601,0.52015,1.63318,0.9611,0.96895,0.98449,0.76413,0.87258,0.48794,1.97642,0.0050335,0.0050335,0.0050335
303,1740.61,0.91771,0.52439,1.6253,0.96992,0.94849,0.98028,0.75829,0.87573,0.47824,1.9888,0.005017,0.005017,0.005017
304,1746.26,0.91018,0.52038,1.67256,0.96561,0.96347,0.98442,0.76953,0.87539,0.47715,1.91277,0.0050005,0.0050005,0.0050005
305,1751.94,0.92509,0.52482,1.60555,0.96009,0.96569,0.98631,0.77441,0.86485,0.46735,1.92278,0.004984,0.004984,0.004984
306,1757.6,0.91442,0.5207,1.60701,0.96687,0.95588,0.98659,0.77173,0.86213,0.47102,1.91687,0.0049675,0.0049675,0.0049675
307,1763.26,0.92637,0.52373,1.63845,0.96516,0.95068,0.9811,0.77173,0.85242,0.47127,1.92012,0.004951,0.004951,0.004951
308,1768.93,0.89906,0.51693,1.66605,0.97038,0.96348,0.98355,0.77213,0.85917,0.47612,1.94808,0.0049345,0.0049345,0.0049345
309,1774.6,0.89405,0.51603,1.62567,0.96993,0.94858,0.98708,0.77615,0.85037,0.48035,1.9299,0.004918,0.004918,0.004918
310,1780.27,0.90401,0.52186,1.64752,0.96144,0.96569,0.98805,0.78222,0.8389,0.46156,1.91066,0.0049015,0.0049015,0.0049015
311,1786.15,0.9165,0.52208,1.63137,0.98017,0.96943,0.98856,0.78229,0.83665,0.47451,1.89137,0.004885,0.004885,0.004885
312,1791.99,0.91091,0.52307,1.62989,0.97338,0.96078,0.98679,0.77719,0.85603,0.48236,1.95132,0.0048685,0.0048685,0.0048685
313,1797.66,0.90457,0.51358,1.59368,0.97979,0.95037,0.9843,0.76534,0.87775,0.5038,1.96358,0.004852,0.004852,0.004852
314,1803.33,0.88691,0.50287,1.65546,0.97484,0.95588,0.9847,0.76486,0.86069,0.48523,1.95725,0.0048355,0.0048355,0.0048355
315,1809.03,0.90735,0.512,1.65203,0.96537,0.95655,0.98543,0.7769,0.83532,0.48067,1.92429,0.004819,0.004819,0.004819
316,1814.71,0.91176,0.5332,1.61899,0.97482,0.94883,0.98562,0.77751,0.84669,0.48926,1.92475,0.0048025,0.0048025,0.0048025
317,1820.37,0.89663,0.518,1.60614,0.96135,0.97543,0.97933,0.76875,0.86089,0.47901,1.9539,0.004786,0.004786,0.004786
318,1826.04,0.88828,0.50906,1.59848,0.95526,0.96569,0.98358,0.77415,0.87285,0.497,1.98644,0.0047695,0.0047695,0.0047695
319,1831.69,0.90082,0.50662,1.65004,0.96526,0.95351,0.98718,0.7813,0.8256,0.47564,1.91351,0.004753,0.004753,0.004753
320,1837.34,0.9078,0.51566,1.60813,0.98468,0.94515,0.98906,0.78184,0.83929,0.45699,1.90018,0.0047365,0.0047365,0.0047365
321,1843.03,0.92205,0.52236,1.6446,0.96866,0.95588,0.98838,0.78613,0.84549,0.46439,1.92286,0.00472,0.00472,0.00472
322,1848.93,0.88137,0.50228,1.64251,0.97029,0.9606,0.98592,0.77838,0.84891,0.47143,1.9263,0.0047035,0.0047035,0.0047035
323,1854.6,0.86289,0.50033,1.60206,0.97354,0.95588,0.98429,0.77173,0.85232,0.47337,1.94557,0.004687,0.004687,0.004687
324,1860.28,0.89598,0.51343,1.63369,0.96075,0.95996,0.98057,0.76693,0.86021,0.49573,1.94595,0.0046705,0.0046705,0.0046705
325,1865.94,0.89112,0.50298,1.65345,0.95362,0.96569,0.98104,0.76763,0.85274,0.49231,1.95561,0.004654,0.004654,0.004654
326,1871.59,0.92271,0.51963,1.59709,0.96339,0.95588,0.97941,0.75275,0.87303,0.49694,1.97103,0.0046375,0.0046375,0.0046375
327,1877.26,0.92432,0.52225,1.65008,0.9463,0.96569,0.9844,0.77956,0.84243,0.48649,1.93789,0.004621,0.004621,0.004621
328,1882.93,0.8871,0.51127,1.63382,0.98475,0.94979,0.98613,0.78694,0.82778,0.47485,1.93711,0.0046045,0.0046045,0.0046045
329,1888.78,0.89241,0.50545,1.63238,0.96584,0.97009,0.98515,0.78522,0.839,0.47423,1.91581,0.004588,0.004588,0.004588
330,1894.44,0.883,0.5062,1.57813,0.96882,0.96078,0.98444,0.78544,0.83517,0.47153,1.92159,0.0045715,0.0045715,0.0045715
331,1900.15,0.87426,0.50093,1.59091,0.96656,0.94608,0.98262,0.77664,0.85042,0.47727,1.93677,0.004555,0.004555,0.004555
332,1905.81,0.87064,0.49421,1.59065,0.96004,0.94608,0.98051,0.7761,0.83181,0.48757,1.91989,0.0045385,0.0045385,0.0045385
333,1911.49,0.86706,0.49793,1.61901,0.97453,0.95098,0.98417,0.7844,0.82219,0.47276,1.92237,0.004522,0.004522,0.004522
334,1917.16,0.88452,0.50251,1.65559,0.96076,0.96027,0.98617,0.78152,0.82203,0.46524,1.92758,0.0045055,0.0045055,0.0045055
335,1922.8,0.87958,0.49596,1.62905,0.97608,0.95098,0.98188,0.76815,0.8438,0.46693,1.95759,0.004489,0.004489,0.004489
336,1928.48,0.89213,0.50089,1.61992,0.98472,0.94756,0.98249,0.77032,0.85769,0.46848,1.97839,0.0044725,0.0044725,0.0044725
337,1934.16,0.8906,0.50724,1.62869,0.97848,0.95098,0.98085,0.77995,0.83062,0.46683,1.92354,0.004456,0.004456,0.004456
338,1939.83,0.88239,0.5019,1.57918,0.97611,0.95588,0.98823,0.78227,0.84572,0.45741,1.90678,0.0044395,0.0044395,0.0044395
339,1945.52,0.87835,0.50366,1.61765,0.96734,0.96078,0.98764,0.78371,0.85037,0.46737,1.90874,0.004423,0.004423,0.004423
340,1951.2,0.89292,0.50911,1.63718,0.97987,0.95426,0.98422,0.77809,0.84535,0.47094,1.91862,0.0044065,0.0044065,0.0044065
341,1956.86,0.87456,0.50558,1.63268,0.97488,0.95588,0.98548,0.78295,0.84507,0.47621,1.92475,0.00439,0.00439,0.00439
342,1962.54,0.88054,0.5045,1.60538,0.99184,0.92647,0.98657,0.78054,0.82863,0.45577,1.90471,0.0043735,0.0043735,0.0043735
343,1968.23,0.87197,0.4937,1.63455,0.97971,0.94696,0.98778,0.77671,0.84892,0.45606,1.93457,0.004357,0.004357,0.004357
344,1973.9,0.87642,0.49868,1.61786,0.97896,0.96078,0.98542,0.76825,0.85664,0.45755,1.95679,0.0043405,0.0043405,0.0043405
345,1980.08,0.87653,0.50466,1.63202,0.97149,0.95588,0.98466,0.77497,0.83737,0.46543,1.95468,0.004324,0.004324,0.004324
346,1985.83,0.86882,0.49443,1.6335,0.95278,0.96078,0.98649,0.7833,0.82974,0.45746,1.91725,0.0043075,0.0043075,0.0043075
347,1991.51,0.88659,0.50915,1.57375,0.97948,0.95588,0.98368,0.77024,0.83806,0.4689,1.902,0.004291,0.004291,0.004291
348,1997.18,0.86955,0.50219,1.61124,0.97658,0.95098,0.99041,0.78135,0.83925,0.45563,1.89298,0.0042745,0.0042745,0.0042745
349,2002.83,0.87834,0.50151,1.61275,0.9823,0.94608,0.9891,0.78191,0.82392,0.45966,1.94029,0.004258,0.004258,0.004258
350,2008.52,0.87522,0.50332,1.62079,0.97791,0.94118,0.98304,0.78224,0.83238,0.47017,1.91072,0.0042415,0.0042415,0.0042415
351,2014.19,0.87113,0.50439,1.62646,0.98468,0.94519,0.98432,0.78396,0.83023,0.47702,1.92902,0.004225,0.004225,0.004225
352,2019.9,0.86719,0.4963,1.62571,0.97925,0.94118,0.9849,0.78148,0.82859,0.46657,1.91278,0.0042085,0.0042085,0.0042085
353,2025.56,0.87984,0.4994,1.65304,0.9801,0.94608,0.9816,0.77877,0.83118,0.47012,1.92502,0.004192,0.004192,0.004192
354,2031.22,0.87153,0.49715,1.61282,0.97807,0.95098,0.98284,0.77924,0.84107,0.46284,1.9184,0.0041755,0.0041755,0.0041755
355,2036.89,0.86191,0.48777,1.5749,0.96964,0.95098,0.98484,0.76907,0.8617,0.47345,1.94389,0.004159,0.004159,0.004159
356,2042.59,0.86669,0.49229,1.56992,0.97495,0.95398,0.98421,0.76936,0.85752,0.47848,1.97295,0.0041425,0.0041425,0.0041425
357,2048.74,0.87486,0.50182,1.58982,0.97981,0.95179,0.98705,0.77081,0.83406,0.47197,1.93293,0.004126,0.004126,0.004126
358,2054.41,0.87615,0.49704,1.63202,0.97422,0.96078,0.98638,0.77773,0.82666,0.46995,1.90772,0.0041095,0.0041095,0.0041095
359,2060.08,0.86057,0.49237,1.59986,0.97119,0.95588,0.98527,0.77626,0.81868,0.46558,1.92654,0.004093,0.004093,0.004093
360,2065.74,0.84222,0.49046,1.59061,0.98479,0.95244,0.98273,0.78655,0.8202,0.47444,1.92229,0.0040765,0.0040765,0.0040765
361,2071.41,0.87503,0.49789,1.61075,0.99489,0.95446,0.98632,0.77745,0.82964,0.45802,1.93267,0.00406,0.00406,0.00406
362,2077.11,0.86656,0.49385,1.59913,0.98573,0.95098,0.98598,0.78329,0.82258,0.46597,1.91182,0.0040435,0.0040435,0.0040435
363,2082.79,0.86467,0.49515,1.61442,0.97242,0.94608,0.98496,0.77903,0.84296,0.48513,1.90116,0.004027,0.004027,0.004027
364,2088.47,0.87073,0.499,1.60284,0.96294,0.95588,0.98493,0.77855,0.82831,0.46229,1.88939,0.0040105,0.0040105,0.0040105
365,2094.13,0.86167,0.4905,1.60007,0.9699,0.94778,0.98692,0.7848,0.81611,0.45756,1.89948,0.003994,0.003994,0.003994
366,2099.79,0.85419,0.4895,1.62289,0.96071,0.95899,0.98698,0.79031,0.81561,0.45738,1.91199,0.0039775,0.0039775,0.0039775
367,2105.66,0.85217,0.4954,1.62579,0.98264,0.94608,0.98522,0.78613,0.81279,0.4532,1.89744,0.003961,0.003961,0.003961
368,2111.32,0.86236,0.49311,1.61005,0.97996,0.9589,0.98483,0.77898,0.81709,0.45721,1.89983,0.0039445,0.0039445,0.0039445
